ID_QUATANGSN,PHIQUATANG,THONGDIEP,TENNGUOINHAN,DIACHIGIAOQUA,ID_DH
4317,25000,Chúc mừng sinh nhật.,Nguyễn Hoàng Điền,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4878
4318,45000,,Đặng Minh Đức,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",5113
4319,25000,Party hard - this is YOUR day\,Lê Thành Lộc,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",5013
4320,45000,Chúc mừng sinh nhật nghen,Đặng Huy Mạnh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",5234
4321,25000,Happy Birthday.,Mai Bảo Ân,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4656
4322,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Thái Bảo Nam,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5038
4323,25000,Happy Birthday!,Quang Minh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3362
4324,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Hứa Gia Bảo,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4530
4325,25000,Hãy luôn yêu đời nhé !,Phùng Đức An,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3696
4326,45000,Life is a journey.,Phan Bá Khôi,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4497
4327,25000,Happy Birthday!,Nguyễn Đức Mạnh,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",3582
4328,45000,Forget the past; look forward to the future,Thiên Vũ,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",4492
4329,25000,Chúc mừng sinh nhật nghen,Đạt,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",4171
4330,45000,Party hard - this is YOUR day\,Bùi Anh Đức,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3993
4331,25000,May beauty and happiness surround you,Đinh Đăng Việt Anh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",4324
4332,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Kiên,120 Phan Xích Long P3 Quận Bình Thạnh,5153
4333,25000,Những gì tốt đẹp nhất vẫn đang đến.,Thiên Vũ,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",5130
4334,45000,May beauty and happiness surround you,Phạm Minh Khôi,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4932
4335,25000,Happy Birthday!,Lê Trần Hương Giang,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",887
4336,45000,Party điii…!!,Trịnh Hoàng Bách,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3005
4337,25000,May beauty and happiness surround you,Nguyễn Phương Nhi,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",5046
4338,45000,Chúc bạn một tuổi mới như thế ^^,Trần Việt Anh,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4968
4339,25000,\Tận hưởng từng centimet nhé ;),Nguyễn Lê Sơn,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4485
4340,45000,Một ngày được phủ tràn nắng ấm,Vũ Minh Thành,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",4904
4341,25000,Chúc mừng sinh nhật.,Nguyễn Quang Thắng,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5116
4342,45000,Những gì tốt đẹp nhất vẫn đang đến.,Tâm Ái,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",4727
4343,25000,Một ngày được phủ tràn nắng ấm,Hà Chí Nam,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3791
4344,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Nguyễn Phúc Quang Lâm,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4922
4345,25000,Happy Birthday!,Đỗ Phạm Phương Thảo,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",3620
4346,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Hồ Tuấn Đạt,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4603
4347,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Trịnh Hữu Phúc Tường,"233đường Trục, P.13, Q. BìnhThạnh",4941
4348,45000,Chúc mừng sinh nhật nghen,Nguyễn Việt Anh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3907
4349,25000,Chúc mừng sinh nhật người đẹp.,Nguyễn Đức Mạnh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4930
4350,45000,Chúc mừng sinh nhật!,Nguyễn Nhật Quang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3490
4351,25000,Happy Birthday,Nguyễn Đức Hiển,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4739
4352,45000,Chúc mừng sinh nhật!,Vũ Trần Đức Thành,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2439
4353,25000,Chúc mừng sinh nhật!,Nguyễn Viết Khoa,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",3105
4354,45000,Forget the past; look forward to the future,Ngô Mạnh Quân,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3674
4355,25000,Chúc mừng sinh nhật.,Lê Anh Khoa,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4297
4356,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Quang Minh,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4100
4357,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Quốc Triệu,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4447
4358,45000,Chúc mừng sinh nhật!,Vĩnh Kì,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3760
4359,25000,Enjoy every mile. Happy Birthday.,Xuân Phú,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",4392
4360,45000,Happy Birthday!,Phan Anh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",4742
4361,25000,Cuộc đời là một chuyến hành trình.,Vũ Quang Đạt,120 Phan Xích Long P3 Quận Bình Thạnh,3518
4362,45000,Những gì tốt đẹp nhất vẫn đang đến.,Bùi Minh Khôi,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2791
4363,25000,Chúc mừng sinh nhật bạn thân!,Dương Khiết,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",5294
4364,45000,Chúc mừng sinh nhật!,Hưng,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3880
4365,25000,Enjoy every mile. Happy Birthday.,Cường,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2401
4366,45000,Hãy luôn yêu đời nhé !,Quân,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2349
4367,25000,Một ngày được phủ tràn nắng ấm,Phan Minh Triết,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4440
4368,45000,for the best things are yet to come,Phạm Minh Hùng,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3928
4369,25000,,Minh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5181
4370,45000,Happy Birthday!,Đỗ Vĩnh An,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4156
4371,25000,Chúc mừng sinh nhật bạn thân!,Nguyễn Phúc Quang Lâm,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4769
4372,45000,Happy Birthday.,Hồ Tuấn Đạt,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",4892
4373,25000,Chúc mừng sinh nhật!,Lưu Lê Tự Kiên,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5261
4374,45000,Enjoy every mile. Happy Birthday.,Lưu Trần Mẫn Khang,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4093
4375,25000,Chúc mừng sinh nhật!,Hoàng Đông Bách,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4881
4376,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Anh Quân,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4696
4377,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Hoàng Thùy Dung,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",3929
4378,45000,,Vũ Quốc Hoàng,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3581
4379,25000,Happy Birthday,Ngô Quang Thế,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3847
4380,45000,Chúc mừng sinh nhật.,An Lê,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4486
4381,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Kiên,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4899
4382,45000,Chúc mừng sinh nhật nghen,Trương Mẫn Thy,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5075
4383,25000,Chúc mừng sinh nhật.,Nguyễn Xuân Hồng Quân,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",4674
4384,45000,Chúc mừng sinh nhật.,Đức Chung,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",4068
4385,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Đăng Huy,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",4895
4386,45000,Happy Birthday,Trà Thiên Ân,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4910
4387,25000,,Nguyễn Hà Khánh Ngọc,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4923
4388,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Tạ Minh Đức,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",5034
4389,25000,"Another year older, another year wiser. ",Trần Mai Linh,120 Phan Xích Long P3 Quận Bình Thạnh,5156
4390,45000,Chúc mừng sinh nhật bạn thân!,Nguyễn Danh Hoàng Long,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",4537
4391,25000,Chúc mừng sinh nhật.,Lê Việt Anh,"156 pAn Lạc A, QBình Tân, TpHCM",5135
4392,45000,Chúc mừng sinh nhật người đẹp.,Ngụy Mỹ Linh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",3989
4393,25000,\Tận hưởng từng centimet nhé ;),Lê Hoàng Bách,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4525
4394,45000,Happy Birthday!,Nguyễn Phương Nhi,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3369
4395,25000,Chúc mừng sinh nhật!,Đặng Minh Đức,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",5155
4396,45000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Hoàng Minh,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4994
4397,25000,Chúc mừng sinh nhật.,Nguyễn Gia Hưng,"68 Nguyễn Huệ, P. Bến Nghé, Quận",4964
4398,45000,Enjoy every mile. Happy Birthday.,Vũ Quang Huy,"156 pAn Lạc A, QBình Tân, TpHCM",3594
4399,25000,Chúc mừng sinh nhật.,Phạm Minh Khôi,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5183
4400,45000,Chúc mừng khởi đầu một năm hành trình mới,Lê Đặng Việt Anh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",5254
4401,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Trương Tấn Vượng,"233đường Trục, P.13, Q. BìnhThạnh",4749
4402,45000,May beauty and happiness surround you,Hoàng gia huy,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4859
4403,25000,,Nhật Minh,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",5230
4404,45000,Party điii…!!,Vĩnh Kì,"156 pAn Lạc A, QBình Tân, TpHCM",5186
4405,25000,Những gì tốt đẹp nhất vẫn đang đến.,Hoàng Gia Anh,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",3823
4406,45000,for the best things are yet to come,Trần Hải Nam,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",4511
4407,25000,Chúc mừng sinh nhật!,Nguyễn Linh Lan,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3678
4408,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Phan Tấn Khoa,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",5252
4409,25000,Hãy luôn yêu đời nhé !,Kiên,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",2717
4410,45000,Hãy luôn yêu đời nhé !,Bùi Anh Đức,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",4379
4411,25000,Chúc mừng sinh nhật.,Nguyễn Đăng Huy,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3382
4412,45000,Chúc mừng sinh nhật.,hoàng trung kiên,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",4980
4413,25000,,Trương Gia Thiện,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3338
4414,45000,Một ngày được phủ tràn nắng ấm,Nguyễn Hoàng Khang,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",4374
4415,25000,Happy Birthday,Đặng Minh Đức,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",5346
4416,45000,\Tận hưởng từng centimet nhé ;),Đỗ Vũ Phúc Anh,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2954
4417,25000,Happy Birthday!,Nguyễn Tâm Anh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",3781
4418,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Đỗ Vĩnh An,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3906
4419,25000,Một ngày được phủ tràn nắng ấm,Nguyễn Diệp Chi,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",5033
4420,45000,Chúc bạn một tuổi mới như thế ^^,Vương Đắc Quốc Anh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3045
4421,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Lê Thành Lộc,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3437
4422,45000,Hãy luôn yêu đời nhé !,Trương Tân Thành,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3876
4423,25000,Happy Birthday.,Trần Khải Đôn,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",4665
4424,45000,Một ngày được phủ tràn nắng ấm,Tạ Minh Đức,"68 Nguyễn Huệ, P. Bến Nghé, Quận",3425
4425,25000,Happy Birthday,Bùi Anh Đức,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4151
4426,45000,Party hard - this is YOUR day\,Nguyễn Trí Cao,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",5259
4427,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Lê Vĩnh Huy,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",5037
4428,45000,Chúc mừng sinh nhật.,Đức Chung,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4718
4429,25000,Chúc mừng sinh nhật!,Trịnh Nhật Nam,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",3970
4430,45000,Chúc mừng sinh nhật bạn thân!,Lưu Lê Tự Kiên,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",4756
4431,25000,Chúc mừng sinh nhật!,Hồ Hải Nam,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",4856
4432,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Phạm Bảo Khang,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",5039
4433,25000,Chúc mừng sinh nhật!,Đào Đình Việt,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",5253
4434,45000,Chúc mừng sinh nhật!,Tạ Minh Đức,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1855
4435,25000,Chúc mừng sinh nhật.,Nguyễn Thái Giang,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4480
4436,45000,Những gì tốt đẹp nhất vẫn đang đến.,Trịnh Hữu Phúc Minh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4313
4437,25000,Chúc mừng sinh nhật nghen,Mai Bảo Ân,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5295
4438,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Minh Hạnh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4705
4439,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Hứa Huy Phong,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3686
4440,45000,Chúc mừng sinh nhật!,Đầu Quang Hải,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4229
4441,25000,Forget the past; look forward to the future,Trịnh Hoàng Bách,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",4940
4442,45000,Chúc mừng sinh nhật!,Nguyễn Đức Mạnh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",832
4443,25000,Chúc mừng sinh nhật người đẹp.,Lê Bá Di,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5055
4444,45000,Happy Birthday,Nguyễn Trương Phúc Khang,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5083
4445,25000,Chúc mừng sinh nhật.,Lê Anh Khoa,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4944
4446,45000,Forget the past; look forward to the future,Phạm Kim Hải,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",4031
4447,25000,Chúc mừng sinh nhật!,Đỗ Nhật Huy,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",4832
4448,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Ngô Quang Thế,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3816
4449,25000,Life is a journey.,hoàng trung kiên,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",5350
4450,45000,May beauty and happiness surround you,Trần Gia Huy,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",5323
4451,25000,Chúc mừng sinh nhật.,Ngân Hà,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4776
4452,45000,Forget the past; look forward to the future,Nguyễn Hà Khánh Ngọc,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",2587
4453,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Thiên Vũ,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",5102
4454,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Phúc Quang Bảo,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4873
4455,25000,Happy Birthday.,Nguyễn Diệp Chi,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",4527
4456,45000,Life is a journey.,Nguyễn Diệp Chi,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4356
4457,25000,Chúc mừng sinh nhật!,Vũ Mạnh Huy,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3997
4458,45000,"Another year older, another year wiser. ",Trần Khánh Chi,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",3702
4459,25000,Life is a journey.,Nguyễn Đức Mạnh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5280
4460,45000,Hãy luôn yêu đời nhé !,Nguyễn Đức Mạnh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",5128
4461,25000,Một ngày được phủ tràn nắng ấm,Bé Giáp,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",4937
4462,45000,Party điii…!!,Nguyễn Văn Thành,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",4838
4463,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Trần Mai Ngọc Đăng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",3358
4464,45000,Chúc mừng khởi đầu một năm hành trình mới,Dương,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1683
4465,25000,Life is a journey.,Vũ Quốc Hoàng,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4821
4466,45000,Hãy luôn yêu đời nhé !,Nguyễn Quang Hưng,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",3738
4467,25000,"Another year older, another year wiser. ",Ngân Anh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",4630
4468,45000,Chúc mừng sinh nhật.,Nguyễn Minh Quân,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",5221
4469,25000,Party hard - this is YOUR day\,Nguyễn Trung Hưng,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",4509
4470,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Đức Chung,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,4971
4471,25000,Chúc mừng sinh nhật bạn thân!,Tuệ San,"156 pAn Lạc A, QBình Tân, TpHCM",3784
4472,45000,\Tận hưởng từng centimet nhé ;),Nguyễn Phúc Quang Bảo,"68 Nguyễn Huệ, P. Bến Nghé, Quận",5391
4473,25000,Happy Birthday.,Cao Minh Bảo,"68 Nguyễn Huệ, P. Bến Nghé, Quận",5142
4474,45000,Party điii…!!,Lê Bá Di,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",5365
4475,25000,Chúc bạn một tuổi mới như thế ^^,Trần Minh Dương,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4493
4476,45000,Enjoy every mile. Happy Birthday.,Trần Mai Ngọc Đăng,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3828
4477,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Hoàng Minh Nguyên,"156 pAn Lạc A, QBình Tân, TpHCM",3882
4478,45000,Chúc mừng sinh nhật nghen,Lâm Bảo Khánh,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",3201
4479,25000,Chúc bạn một tuổi mới như thế ^^,Đức Chung,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",5138
4480,45000,Happy Birthday,Nguyễn Trần Gia Huy,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",4875
4481,25000,for the best things are yet to come,Nguyễn Ngọc Ánh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4253
4482,45000,Chúc mừng sinh nhật.,Lưu Trần Mẫn Khang,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5049
4483,25000,Chúc mừng sinh nhật nghen,Cao Nguyên,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",4222
4484,45000,Chúc mừng khởi đầu một năm hành trình mới,Quang Minh,120 Phan Xích Long P3 Quận Bình Thạnh,4571
4485,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Trần Nhật Thùy Dương,"233đường Trục, P.13, Q. BìnhThạnh",5227
4486,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Lê Hồng Nhật Y,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",5371
4487,25000,,Cường,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",3765
4488,45000,Happy Birthday!,Văn Dũng,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",5423
4489,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Lê Nguyễn Nhật Anh,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",NULL
4490,45000,Chúc mừng sinh nhật nghen,Đức Bình,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,2482
4491,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Trịnh Nhật Nam,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",5343
4492,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Phạm Cao Lâm,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3988
4493,25000,Chúc mừng sinh nhật người đẹp.,Lê Bá Di,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",3655
4494,45000,Chúc mừng sinh nhật người đẹp.,Thiên Vũ,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5147
4495,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Sỹ Nhật Minh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,3396
4496,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Dương Khiết,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",3942
4497,25000,Một ngày được phủ tràn nắng ấm,Phạm Vũ Khánh Linh,"233đường Trục, P.13, Q. BìnhThạnh",4265
4498,45000,Chúc mừng sinh nhật.,Cao Minh Bảo,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",4806
4499,25000,Party điii…!!,Tạ Minh Đức,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",3128
4500,45000,Party điii…!!,Ngân Hà,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",3486
4501,25000,Happy Birthday.,Trần Việt Anh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",3499
4502,45000,Chúc mừng khởi đầu một năm hành trình mới,Trương Mẫn Thy,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",5073
4503,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Quỳnh Giang,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",5394
